ID,time,Position X,Position Z,car speed(m/s),car Acc,Yaw Angle,left edge,right edge,LC,LB Position X,LB Position Z,LB speed,LB Acc,LF Position X,LF Position Z,LF speed,LF Acc,B Position X,B Position Z,B speed,B Acc,F Position X,F Position Z,F speed,F Acc,RB Position X,RB Position Z,RB speed,RB Acc,RF Position X,RF Position Z,RF speed,RF Acc
89598,0.09967,4484.37,6508.45,2.308,0.69,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,0.19967,4484.14,6508.45,2.374,0.615,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,0.29967,4483.9,6508.45,2.432,0.551,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,0.39967,4483.65,6508.45,2.484,0.497,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,0.49967,4483.4,6508.45,2.531,0.45,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,0.59967,4483.15,6508.45,2.574,0.409,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,0.69967,4482.89,6508.45,2.612,0.354,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,0.79967,4482.62,6508.45,2.645,0.311,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,0.89967,4482.36,6508.45,2.675,0.274,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,0.99967,4482.09,6508.45,2.7,0.244,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,1.09967,4481.82,6508.45,2.723,0.215,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,1.19968,4481.54,6508.45,2.744,0.192,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,1.29967,4481.27,6508.45,2.762,0.171,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89598,1.39967,4480.99,6508.45,2.778,0.154,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
