ID,time,Position X,Position Z,car speed(m/s),car Acc,Yaw Angle,left edge,right edge,LC,LB Position X,LB Position Z,LB speed,LB Acc,LF Position X,LF Position Z,LF speed,LF Acc,B Position X,B Position Z,B speed,B Acc,F Position X,F Position Z,F speed,F Acc,RB Position X,RB Position Z,RB speed,RB Acc,RF Position X,RF Position Z,RF speed,RF Acc
89709,1.26720,4779.51,7488.118,20.907,0.885,1.73,0.00,0.00,0.00,0.00,0.00,0.000,0.000,30.42,51.68,22.383,1.694,-5.48,-73.46,14.472,1.269,85.03,121.19,18.873,2.053,-8.34,-112.75,19.162,0.107,41.86,59.34,23.657,2.236
89709,1.36720,4781.57,7487.775,20.880,0.737,1.73,0.00,0.00,0.00,0.00,0.00,0.000,0.000,31.67,51.45,22.345,1.700,-5.61,-74.09,14.596,1.261,86.97,119.99,18.873,0.322,-8.52,-112.91,19.162,0.125,43.29,59.12,23.639,2.256
89709,1.46720,4783.63,7487.428,20.852,0.626,1.74,0.00,0.00,0.00,0.00,0.00,0.000,0.000,32.88,51.24,22.310,1.709,-5.66,-74.70,14.714,1.196,88.80,118.86,18.873,0.308,-8.59,-113.08,19.162,0.144,44.67,58.94,23.621,2.293
89709,1.56720,4785.68,7487.077,20.825,0.533,1.74,0.00,0.00,0.00,0.00,0.00,0.000,0.000,34.05,51.04,22.277,1.719,-5.64,-75.31,14.829,1.160,90.52,117.79,18.873,0.323,-8.54,-113.25,19.162,0.163,46.02,58.77,23.603,2.307
89709,1.66720,4787.73,7486.722,20.798,0.442,1.74,0.00,0.00,0.00,0.00,0.00,0.000,0.000,35.20,50.85,22.245,1.734,-5.57,-75.91,14.951,1.269,92.17,116.76,18.874,2.043,-8.42,-113.43,19.162,0.182,47.35,58.62,23.585,2.318
89709,1.76720,4789.78,7486.365,20.771,0.367,1.74,0.00,0.00,0.00,0.00,0.00,0.000,0.000,36.35,50.67,22.213,1.747,-5.47,-76.49,15.070,1.190,93.79,115.76,18.874,2.046,-8.25,-113.61,19.162,0.196,48.68,58.48,23.567,0.736
89709,1.86720,4791.83,7486.006,20.743,0.329,1.74,0.00,0.00,0.00,0.00,0.00,0.000,0.000,37.50,50.49,22.182,1.763,-5.34,-77.06,15.188,1.219,95.37,114.78,18.874,2.048,-8.03,-113.80,19.162,0.210,50.00,58.35,23.548,2.356
89709,1.96720,4793.87,7485.646,20.716,0.332,1.75,0.00,0.00,0.00,0.00,0.00,0.000,0.000,38.64,50.31,22.102,2.164,-5.19,-77.62,15.308,1.225,0.00,0.00,0.000,0.000,-7.79,-113.98,19.162,0.233,51.33,58.21,23.530,2.399
89709,2.06720,4795.91,7485.285,20.689,0.554,1.75,0.00,0.00,0.00,0.00,0.00,0.000,0.000,39.81,50.10,21.993,1.915,-5.05,-78.16,15.429,1.290,0.00,0.00,0.000,0.000,-7.55,-114.16,19.162,0.256,52.68,58.05,23.512,2.421
89709,2.16720,4797.94,7484.917,20.662,1.224,1.75,0.00,0.00,0.00,0.00,0.00,0.000,0.000,41.05,49.83,21.921,1.833,-5.00,-78.68,15.550,1.182,0.00,0.00,0.000,0.000,-7.45,-114.32,19.162,0.277,54.13,57.82,23.494,2.441
89709,2.26720,4799.97,7484.535,20.633,1.547,1.75,0.00,0.00,0.00,0.00,0.00,0.000,0.000,42.47,49.41,21.869,1.807,-5.19,-79.17,15.662,1.169,0.00,0.00,0.000,0.000,-7.70,-114.46,19.162,0.295,55.79,57.39,23.476,2.459
89709,2.36720,4801.99,7484.136,20.606,1.641,1.76,0.00,0.00,0.00,0.00,0.00,0.000,0.000,44.06,48.84,21.827,1.804,-5.59,-79.64,15.773,1.142,0.00,0.00,0.000,0.000,-8.26,-114.58,19.162,0.309,57.64,56.78,23.458,2.481
89709,2.46720,4804.01,7483.719,20.578,2.166,1.77,0.00,0.00,0.00,0.00,0.00,0.000,0.000,45.74,48.18,21.791,1.812,-6.07,-80.08,15.880,1.102,0.00,0.00,0.000,0.000,-8.95,-114.67,19.162,0.332,59.59,56.05,23.440,2.493
89709,2.56720,4806.01,7483.280,20.548,3.206,1.78,0.00,0.00,0.00,0.00,0.00,0.000,0.000,47.53,47.40,21.758,1.821,-6.69,-80.49,15.992,1.149,0.00,0.00,0.000,0.000,-9.83,-114.75,19.162,0.354,61.66,55.17,23.422,0.909
89709,2.66721,4808.01,7482.808,20.518,3.432,1.80,0.00,0.00,0.00,0.00,0.00,0.000,0.000,49.53,46.39,21.726,1.830,-7.59,-80.85,16.107,1.187,0.00,0.00,0.000,0.000,-11.11,-114.77,19.162,0.374,63.99,54.00,23.404,2.553
89709,2.76720,4809.99,7482.300,20.489,3.006,1.81,0.00,0.00,0.00,0.00,0.00,0.000,0.000,51.68,45.19,21.696,1.847,-8.68,-81.16,16.224,1.219,0.00,0.00,0.000,0.000,-12.67,-114.74,19.162,0.394,66.48,52.58,23.386,2.565
89709,2.86720,4811.97,7481.765,20.462,2.577,1.83,0.00,0.00,0.00,0.00,0.00,0.000,0.000,53.80,43.96,21.665,1.854,-9.68,-81.46,16.342,1.241,0.00,0.00,0.000,0.000,-14.11,-114.70,19.162,0.408,68.95,51.14,23.368,2.589
89709,2.96720,4813.93,7481.209,20.436,2.022,1.84,0.00,0.00,0.00,0.00,0.00,0.000,0.000,55.80,42.83,21.635,1.869,-10.41,-81.76,16.462,1.256,0.00,0.00,0.000,0.000,-15.15,-114.69,19.162,0.428,71.26,49.84,23.350,2.367
89709,3.06720,4815.89,7480.639,20.409,1.462,1.85,0.00,0.00,0.00,0.00,0.00,0.000,0.000,57.64,41.88,21.606,1.878,-10.81,-82.09,16.584,1.331,0.00,0.00,0.000,0.000,-15.73,-114.73,19.162,0.449,73.38,48.77,23.333,1.022
89709,3.16720,4817.85,7480.060,20.382,1.023,1.86,0.00,0.00,0.00,0.00,0.00,0.000,0.000,59.34,41.09,21.576,1.889,-10.93,-82.44,16.709,1.329,0.00,0.00,0.000,0.000,-15.91,-114.83,19.162,0.469,75.35,47.91,23.315,2.402
89709,3.26720,4819.80,7479.474,20.356,0.694,1.86,0.00,0.00,0.00,0.00,0.00,0.000,0.000,60.96,40.42,21.547,1.896,-10.84,-82.81,16.835,1.334,0.00,0.00,0.000,0.000,-15.81,-114.96,19.162,0.488,77.23,47.19,23.297,2.684
89709,3.36720,4821.74,7478.885,20.329,0.477,1.87,0.00,0.00,0.00,30.76,-0.32,21.531,1.961,62.54,39.80,21.517,1.912,-10.64,-83.17,16.961,1.340,0.00,0.00,0.000,0.000,-15.55,-115.12,19.162,0.506,79.05,46.56,23.279,2.701
89709,3.46720,4823.69,7478.293,20.303,0.362,1.87,0.00,0.00,0.00,31.94,-0.59,21.504,1.991,64.10,39.22,21.488,1.921,-10.36,-83.53,17.087,1.345,0.00,0.00,0.000,0.000,-15.19,-115.28,19.162,0.526,80.85,45.97,23.262,2.460
89709,3.56720,4825.63,7477.700,20.276,0.310,1.87,0.00,0.00,0.00,33.15,-0.87,21.477,1.988,65.65,38.66,21.459,1.936,-10.06,-83.88,17.212,1.350,0.00,0.00,0.000,0.000,-14.79,-115.45,19.163,0.548,82.65,45.40,23.244,2.753
89709,3.66720,4827.57,7477.107,20.250,0.288,1.87,0.00,0.00,0.00,34.36,-1.14,21.450,2.016,67.21,38.09,21.430,1.948,-9.73,-84.22,17.338,1.358,0.00,0.00,0.000,0.000,-14.35,-115.62,19.163,0.565,84.45,44.82,23.226,2.762
89709,3.76720,4829.50,7476.513,20.224,0.291,1.87,0.00,0.00,0.00,35.59,-1.43,21.424,1.996,68.78,37.51,21.400,1.960,-9.38,-84.54,17.464,1.364,0.00,0.00,0.000,0.000,-13.91,-115.79,19.163,0.584,86.26,44.24,23.208,2.794
89709,3.86720,4831.43,7475.919,20.198,0.445,1.87,0.00,0.00,0.00,36.82,-1.72,21.397,2.030,70.36,36.91,21.371,1.970,-9.05,-84.84,17.590,1.372,0.00,0.00,0.000,0.000,-13.48,-115.95,19.163,0.604,88.09,43.63,23.191,2.815
89709,3.96720,4833.36,7475.321,20.171,0.824,1.87,0.00,0.00,0.00,38.07,-2.06,21.370,2.060,71.99,36.23,21.343,1.982,-8.81,-85.12,17.716,1.380,0.00,0.00,0.000,0.000,-13.17,-116.10,19.163,0.624,89.98,42.90,23.173,2.836
89709,4.06720,4835.28,7474.714,20.145,1.031,1.87,0.00,0.00,0.00,39.34,-2.50,21.344,1.410,73.71,35.38,21.314,2.599,-8.73,-85.37,17.841,1.459,0.00,0.00,0.000,0.000,-13.08,-116.22,19.163,0.643,91.98,41.97,23.156,2.842
89709,4.16720,4837.20,7474.097,20.119,0.914,1.88,0.00,0.00,0.00,40.62,-3.02,21.317,2.087,75.50,34.39,21.285,2.672,-8.77,-85.59,17.964,1.465,0.00,0.00,0.000,0.000,-13.17,-116.31,19.163,0.659,94.06,40.85,23.138,2.589
89709,4.26720,4839.11,7473.472,20.093,0.890,1.88,0.00,0.00,0.00,41.91,-3.56,21.291,2.117,77.30,33.36,21.256,2.736,-8.83,-85.79,18.087,1.377,0.00,0.00,0.000,0.000,-13.27,-116.41,19.163,0.676,96.16,39.69,23.121,2.897
89709,4.36720,4841.01,7472.840,20.066,1.198,1.89,0.00,0.00,0.00,43.23,-4.11,21.264,2.116,79.10,32.34,21.228,2.735,-8.83,-85.98,18.210,1.385,0.00,0.00,0.000,0.000,-13.30,-116.51,19.163,0.695,98.25,38.54,23.103,2.901
89709,4.46720,4842.91,7472.198,20.040,1.322,1.89,0.00,0.00,0.00,44.56,-4.69,21.238,2.149,80.92,31.25,21.199,2.780,-8.88,-86.16,18.333,1.394,0.00,0.00,0.000,0.000,-13.39,-116.60,19.163,0.714,100.38,37.29,23.086,2.632
89709,4.56720,4844.81,7471.543,20.014,1.100,1.90,0.00,0.00,0.00,45.90,-5.35,21.212,2.190,82.79,30.04,21.172,2.756,-8.99,-86.31,18.455,1.388,0.00,0.00,0.000,0.000,-13.58,-116.67,19.163,0.733,102.56,35.91,23.068,2.930
89709,4.66720,4846.69,7470.880,19.988,0.984,1.91,0.00,0.00,0.00,47.26,-6.02,21.186,2.179,84.66,28.83,21.153,1.851,-9.08,-86.46,18.575,1.399,0.00,0.00,0.000,0.000,-13.73,-116.75,19.163,0.750,104.74,34.51,23.051,2.916
89709,4.76720,4848.57,7470.209,19.962,1.055,1.91,0.00,0.00,0.00,48.64,-6.68,21.160,2.217,86.52,27.65,21.136,2.786,-9.09,-86.59,18.695,1.403,0.00,0.00,0.000,0.000,-13.79,-116.83,19.163,0.771,106.90,33.16,23.033,2.909
89709,4.86720,4850.45,7469.529,19.936,1.365,1.92,0.00,0.00,0.00,50.03,-7.35,21.133,1.233,88.38,26.45,21.120,1.834,-9.08,-86.71,18.814,1.411,0.00,0.00,0.000,0.000,-13.82,-116.92,19.163,0.791,109.06,31.78,23.016,2.624
89709,4.96720,4852.32,7468.835,19.909,1.845,1.92,0.00,0.00,0.00,51.44,-8.12,21.107,2.243,90.29,25.08,21.106,2.814,-9.19,-86.81,18.933,1.420,0.00,0.00,0.000,0.000,-14.01,-116.98,19.163,0.809,111.29,30.20,22.998,2.899
89709,5.06720,4854.17,7468.122,19.881,2.565,1.93,0.00,0.00,0.00,52.84,-9.07,21.021,1.645,92.29,23.43,21.093,2.854,-9.53,-86.87,19.052,1.431,0.00,0.00,0.000,0.000,-14.52,-117.00,19.163,0.825,113.61,28.25,22.981,2.897
89709,5.16720,4856.01,7467.382,19.852,3.273,1.95,0.00,0.00,0.00,54.23,-10.27,20.961,2.261,94.39,21.36,21.083,2.830,-10.17,-86.87,19.170,1.430,0.00,0.00,0.000,0.000,-15.45,-116.96,19.163,0.843,116.04,25.81,22.964,2.618
89709,5.26720,4857.84,7466.609,19.823,3.920,1.96,0.00,0.00,0.00,55.59,-11.73,20.940,1.192,96.57,18.85,21.074,2.867,-11.13,-86.80,19.287,1.436,0.00,0.00,0.000,0.000,-16.82,-116.84,19.163,0.862,118.56,22.81,22.946,2.615
89709,5.36720,4859.64,7465.799,19.793,4.391,1.98,0.00,0.00,0.00,56.92,-13.46,20.924,2.283,98.81,15.90,21.068,1.758,-12.37,-86.67,19.403,1.449,0.00,0.00,0.000,0.000,-18.57,-116.64,19.163,0.883,121.14,19.28,22.929,2.611
89709,5.46720,4861.42,7464.948,19.764,4.301,2.01,0.00,0.00,0.00,58.23,-15.40,20.911,2.314,101.05,12.59,21.065,2.872,-13.78,-86.47,19.519,1.463,0.00,0.00,0.000,0.000,-20.57,-116.35,19.163,0.900,123.72,15.32,22.912,2.604
89709,5.56720,4863.18,7464.061,19.738,3.303,2.03,0.00,0.00,0.00,59.53,-17.41,20.900,1.069,103.24,9.19,21.064,2.917,-15.14,-86.24,19.608,0.935,0.00,0.00,0.000,0.000,-22.51,-116.04,19.163,0.926,126.22,11.26,22.895,2.599
89709,5.66720,4864.92,7463.148,19.713,2.500,2.05,0.00,0.00,0.00,60.89,-19.24,20.892,2.334,105.34,6.15,21.065,2.876,-16.09,-86.06,19.589,1.207,0.00,0.00,0.000,0.000,-23.92,-115.79,19.163,0.945,128.61,7.63,22.879,2.591
89709,5.76720,4866.66,7462.220,19.688,1.838,2.06,0.00,0.00,0.00,62.35,-20.77,20.887,1.055,107.36,3.64,21.066,2.910,-16.52,-85.97,19.571,1.551,0.00,0.00,0.000,0.000,-24.63,-115.68,19.163,0.968,130.90,4.66,22.875,2.589
89709,5.86720,4868.39,7461.282,19.662,1.256,2.07,0.00,0.00,0.00,63.91,-22.05,20.885,2.380,109.35,1.59,21.067,2.868,-16.55,-85.96,19.559,1.252,0.00,0.00,0.000,0.000,-24.79,-115.69,19.163,0.981,133.14,2.25,22.872,2.588
89709,5.96720,4870.11,7460.337,19.637,0.811,2.07,0.00,0.00,0.00,111.34,-0.16,21.068,2.904,-17.41,84.52,19.633,2.659,-16.30,-86.00,19.548,1.268,0.00,0.00,0.000,0.000,-24.58,-115.77,19.163,0.852,135.37,0.21,22.869,2.590
89709,6.06720,4871.83,7459.389,19.612,0.539,2.08,0.00,0.00,0.00,113.32,-1.73,21.069,1.764,-17.95,84.41,19.633,2.632,-15.89,-86.07,19.537,1.283,0.00,0.00,0.000,0.000,-24.14,-115.91,19.163,1.023,0.00,0.00,0.000,0.000
89709,6.16720,4873.54,7458.438,19.587,0.394,2.08,0.00,0.00,0.00,115.32,-3.21,21.070,2.877,-18.58,84.28,19.634,0.750,-15.41,-86.16,19.526,1.300,0.00,0.00,0.000,0.000,-23.59,-116.06,19.163,1.202,0.00,0.00,0.000,0.000
89709,6.26720,4875.25,7457.487,19.562,0.354,2.08,0.00,0.00,0.00,117.31,-4.65,21.071,2.893,-19.29,84.14,19.634,2.601,-14.87,-86.25,19.516,1.350,0.00,0.00,0.000,0.000,-22.98,-116.23,19.163,1.219,0.00,0.00,0.000,0.000
89709,6.36720,4876.96,7456.535,19.537,0.509,2.08,0.00,0.00,0.00,119.32,-6.11,21.072,2.918,-20.01,83.99,19.635,2.568,-14.36,-86.34,19.505,1.301,0.00,0.00,0.000,0.000,-22.37,-116.39,19.163,1.249,0.00,0.00,0.000,0.000
89709,6.46720,4878.66,7455.578,19.511,0.862,2.08,0.00,0.00,0.00,121.33,-7.70,21.073,1.702,-20.66,83.86,19.635,2.581,-13.92,-86.41,19.495,1.348,0.00,0.00,0.000,0.000,-21.87,-116.53,19.163,1.263,0.00,0.00,0.000,0.000
89709,6.56720,4880.35,7454.613,19.486,1.288,2.09,0.00,0.00,0.00,123.33,-9.58,21.074,2.873,-21.14,83.77,19.635,0.854,-13.66,-86.45,19.485,1.380,0.00,0.00,0.000,0.000,-21.61,-116.61,19.163,1.288,0.00,0.00,0.000,0.000
89709,6.66720,4882.04,7453.637,19.460,1.406,2.09,0.00,0.00,0.00,125.31,-11.78,21.075,2.877,-21.44,83.73,19.636,2.535,-13.59,-86.46,19.475,1.362,0.00,0.00,0.000,0.000,-21.62,-116.65,19.163,1.306,0.00,0.00,0.000,0.000
89709,6.76720,4883.71,7452.648,19.435,1.322,2.10,0.00,0.00,0.00,127.27,-14.18,21.076,2.895,-21.64,83.72,19.636,2.521,-13.63,-86.45,19.466,1.406,0.00,0.00,0.000,0.000,-21.76,-116.66,19.163,1.337,0.00,0.00,0.000,0.000
89709,6.86720,4885.38,7451.650,19.410,1.247,2.11,0.00,0.00,0.00,129.22,-16.60,21.077,2.905,-21.86,83.70,19.637,2.457,-13.65,-86.44,19.456,1.410,0.00,0.00,0.000,0.000,-21.87,-116.68,19.163,1.351,0.00,0.00,0.000,0.000
89709,6.96720,4887.04,7450.645,19.385,1.031,2.11,0.00,0.00,0.00,131.17,-18.94,21.078,1.722,-22.17,83.67,19.637,2.474,-13.58,-86.45,19.438,1.344,0.00,0.00,0.000,0.000,-21.86,-116.71,19.163,1.375,0.00,0.00,0.000,0.000
89709,7.06720,4888.69,7449.633,19.361,0.900,2.12,0.00,0.00,0.00,133.14,-21.15,21.078,1.692,-22.60,83.61,19.637,2.483,-13.41,-86.47,19.419,1.403,0.00,0.00,0.000,0.000,-21.70,-116.78,19.163,1.393,0.00,0.00,0.000,0.000
89709,7.16720,4890.33,7448.616,19.336,0.852,2.12,0.00,0.00,0.00,135.13,-23.27,21.079,2.874,-23.12,83.53,19.638,2.433,-13.15,-86.51,19.401,1.484,0.00,0.00,0.000,0.000,-21.43,-116.86,19.163,1.427,0.00,0.00,0.000,0.000
89709,7.26720,4891.97,7447.593,19.311,0.995,2.13,0.00,0.00,0.00,137.12,-25.37,21.080,2.904,-23.69,83.43,19.638,2.430,-12.86,-86.55,19.383,1.506,0.00,0.00,0.000,0.000,-21.11,-116.95,19.163,1.447,0.00,0.00,0.000,0.000
89709,7.36720,4893.60,7446.563,19.286,1.343,2.13,0.00,0.00,0.00,139.09,-27.60,21.082,1.765,-24.20,83.36,19.638,2.379,-12.64,-86.58,19.365,1.501,0.00,0.00,0.000,0.000,-20.88,-117.02,19.163,1.467,0.00,0.00,0.000,0.000
89709,7.46720,4895.23,7445.521,19.260,1.750,2.14,0.00,0.00,0.00,141.01,-30.14,21.084,2.883,-24.55,83.33,19.639,2.346,-12.58,-86.59,19.347,1.533,0.00,0.00,0.000,0.000,-20.86,-117.05,19.163,1.494,0.00,0.00,0.000,0.000
89709,7.56720,4896.83,7444.464,19.234,2.299,2.15,0.00,0.00,0.00,142.84,-33.08,21.087,2.920,-24.69,83.37,19.639,2.367,-12.73,-86.56,19.329,1.535,0.00,0.00,0.000,0.000,-21.13,-117.03,19.163,0.536,0.00,0.00,0.000,0.000
89709,7.66720,4898.42,7443.387,19.207,2.804,2.16,0.00,0.00,0.00,144.55,-36.52,21.094,1.791,-24.57,83.49,19.640,2.332,-13.13,-86.50,19.310,1.576,0.00,0.00,0.000,0.000,-21.73,-116.94,19.163,1.533,0.00,0.00,0.000,0.000
89709,7.76720,4899.99,7442.287,19.181,3.074,2.17,0.00,0.00,0.00,95.45,-49.97,20.909,2.757,-24.20,83.68,19.640,2.334,-13.75,-86.39,19.292,1.563,0.00,0.00,0.000,0.000,-22.65,-116.78,19.163,1.562,0.00,0.00,0.000,0.000
89709,7.86720,4901.54,7441.161,19.154,3.296,2.19,0.00,0.00,0.00,96.62,-52.88,20.911,2.766,-23.65,83.92,19.640,2.283,-14.52,-86.25,19.274,1.595,0.00,0.00,0.000,0.000,-23.76,-116.57,19.163,0.495,0.00,0.00,0.000,0.000
89709,7.96720,4903.06,7440.010,19.128,3.443,2.21,0.00,0.00,0.00,97.70,-55.95,20.913,2.780,-23.00,84.18,19.641,2.286,-15.35,-86.09,19.256,1.610,0.00,0.00,0.000,0.000,-24.97,-116.31,19.163,1.590,0.00,0.00,0.000,0.000
89709,8.06720,4904.57,7438.833,19.102,3.349,2.23,0.00,0.00,0.00,98.72,-59.15,20.915,2.748,-22.28,84.46,19.641,2.207,-16.19,-85.91,19.239,1.651,0.00,0.00,0.000,0.000,-26.20,-116.04,19.163,1.637,0.00,0.00,0.000,0.000
89709,8.16720,4906.05,7437.632,19.078,2.894,2.24,0.00,0.00,0.00,99.73,-62.36,20.923,2.745,-21.59,84.72,19.641,2.242,-16.97,-85.73,19.221,1.655,0.00,0.00,0.000,0.000,-27.35,-115.76,19.163,1.624,0.00,0.00,0.000,0.000
89709,8.26720,4907.51,7436.413,19.054,2.208,2.26,0.00,0.00,0.00,100.83,-65.42,20.930,2.762,-21.08,84.92,19.642,2.188,-17.54,-85.59,19.203,1.661,0.00,0.00,0.000,0.000,-28.21,-115.54,19.163,1.652,0.00,0.00,0.000,0.000
89709,8.36720,4908.96,7435.181,19.030,1.548,2.27,0.00,0.00,0.00,102.13,-68.15,20.938,2.772,-20.89,85.05,19.642,2.190,-17.79,-85.51,19.185,1.118,0.00,0.00,0.000,0.000,-28.63,-115.42,19.163,1.703,0.00,0.00,0.000,0.000
89709,8.46720,4910.40,7433.942,19.006,1.074,2.28,0.00,0.00,0.00,103.68,-70.54,20.945,2.774,-21.04,85.10,19.642,1.150,-17.69,-85.51,19.167,1.116,0.00,0.00,0.000,0.000,-28.59,-115.42,19.163,0.365,0.00,0.00,0.000,0.000
89709,8.56720,4911.84,7432.700,18.982,0.736,2.28,0.00,0.00,0.00,105.43,-72.66,20.953,2.782,-21.45,85.09,19.643,2.141,-17.35,-85.55,19.149,1.717,0.00,0.00,0.000,0.000,-28.22,-115.50,19.163,1.738,0.00,0.00,0.000,0.000
89709,8.66720,4913.27,7431.455,18.958,0.534,2.29,0.00,0.00,0.00,107.31,-74.61,20.960,2.790,-22.04,85.03,19.643,2.082,-16.86,-85.63,19.132,1.729,0.00,0.00,0.000,0.000,-27.63,-115.63,19.163,1.727,0.00,0.00,0.000,0.000
89709,8.76720,4914.70,7430.209,18.934,0.539,2.29,0.00,0.00,0.00,109.25,-76.50,20.967,2.806,-22.70,84.96,19.643,2.085,-16.31,-85.72,19.114,1.725,0.00,0.00,0.000,0.000,-26.95,-115.78,19.163,1.769,0.00,0.00,0.000,0.000
89709,8.86720,4916.12,7428.960,18.910,0.756,2.29,0.00,0.00,0.00,111.18,-78.45,20.974,0.727,-23.35,84.89,19.644,1.194,-15.78,-85.81,19.096,1.045,0.00,0.00,0.000,0.000,-26.30,-115.92,19.163,1.792,0.00,0.00,0.000,0.000
89709,8.96720,4917.53,7427.707,18.885,1.014,2.29,0.00,0.00,0.00,113.00,-80.56,20.980,2.776,-23.91,84.85,19.644,2.021,-15.36,-85.87,19.078,1.759,0.00,0.00,0.000,0.000,-25.80,-116.02,19.163,1.815,0.00,0.00,0.000,0.000
89709,9.06720,4918.94,7426.447,18.861,1.153,2.30,0.00,0.00,0.00,114.69,-82.90,20.987,2.786,-24.32,84.86,19.644,1.274,-15.09,-85.90,19.061,1.776,0.00,0.00,0.000,0.000,-25.49,-116.08,19.163,0.260,0.00,0.00,0.000,0.000
89709,9.16720,4920.33,7425.178,18.837,1.360,2.31,0.00,0.00,0.00,116.27,-85.41,20.993,2.796,-24.64,84.89,19.644,1.981,-14.93,-85.92,19.043,1.765,0.00,0.00,0.000,0.000,-25.33,-116.11,19.163,1.861,0.00,0.00,0.000,0.000
89709,9.26720,4921.71,7423.900,18.812,1.812,2.31,0.00,0.00,0.00,117.73,-88.11,21.000,2.802,-24.85,84.96,19.645,1.984,-14.87,-85.92,19.026,1.788,0.00,0.00,0.000,0.000,-25.29,-116.10,19.163,0.210,0.00,0.00,0.000,0.000
89709,9.36720,4923.08,7422.610,18.787,2.191,2.32,0.00,0.00,0.00,-44.94,-137.04,23.183,1.500,-24.90,85.07,19.645,1.950,-14.96,-85.88,19.008,1.812,0.00,0.00,0.000,0.000,-25.47,-116.05,19.163,1.655,0.00,0.00,0.000,0.000
89709,9.46720,4924.42,7421.304,18.762,2.476,2.33,0.00,0.00,0.00,-45.25,-136.44,23.144,1.505,-24.74,85.26,19.645,1.310,-15.23,-85.82,18.991,1.824,0.00,0.00,0.000,0.000,-25.89,-115.94,19.163,1.669,0.00,0.00,0.000,0.000
