time,car speed(m/s),car Acc,Yaw Angle,left edge,right edge,LB Position X,LB Position Z,LB speed,LB Acc,LF Position X,LF Position Z,LF speed,LF Acc,B Position X,B Position Z,B speed,B Acc,F Position X,F Position Z,F speed,F Acc,RB Position X,RB Position Z,RB speed,RB Acc,RF Position X,RF Position Z,RF speed,RF Acc,LC
0.09967,2.308,0.69,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19967,2.374,0.615,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29967,2.432,0.551,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.39967,2.484,0.497,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.49967,2.531,0.45,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.59967,2.574,0.409,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.69967,2.612,0.354,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.79967,2.645,0.311,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.89967,2.675,0.274,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99967,2.7,0.244,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.09967,2.723,0.215,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.19968,2.744,0.192,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.29967,2.762,0.171,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.39967,2.778,0.154,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49967,2.793,0.138,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.59967,2.806,0.124,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.69967,2.817,0.111,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.79967,2.828,0.1,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.89967,2.837,0.087,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1.99967,2.845,0.077,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.09967,2.853,0.068,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.19967,2.859,0.06,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.29967,2.865,0.053,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.39967,2.87,0.047,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.49967,2.874,0.042,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.59967,2.878,0.037,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.69967,2.882,0.033,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.79967,2.885,0.03,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.89967,2.888,0.026,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2.99967,2.89,0.024,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3.09967,2.892,0.021,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.19967,2.894,0.019,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.29967,2.896,0.018,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.39967,2.898,0.015,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.49967,2.899,0.013,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.59967,2.901,0.012,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.69967,2.902,0.011,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.79967,2.903,0.01,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.89967,2.904,0.009,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.99967,2.904,0.007,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.09967,2.905,0.007,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.19967,2.906,0.006,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4.29967,2.907,0.006,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.39967,2.907,0.005,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.49967,2.908,0.005,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.59967,2.908,0.004,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.69967,2.908,0.004,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79967,2.909,0.004,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.89967,2.909,0.003,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.99967,2.909,0.003,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.09967,2.91,0.003,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.19967,2.91,0.003,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.29967,2.91,0.002,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.39967,2.91,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.49967,2.91,0.002,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.59967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.69967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.79967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.89967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.99967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.09967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.19967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.29967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.39967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.49967,2.911,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.59967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.69967,2.912,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.79967,2.912,0.001,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.89967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.99967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.09967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.19967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.29967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.39967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.49967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.59967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.69967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.79967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.89967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.99967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.09967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.19967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.29967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.39967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.49967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.59967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.69967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.79967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.89967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.99967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.09967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.19967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.29967,2.912,0,-1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.39967,2.912,0,4.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.49967,2.912,0,4.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.59967,2.912,0,4.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.69967,2.912,0,4.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.79967,2.912,0,4.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.89967,2.912,0,4.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.99967,2.912,0,4.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0291,18.161,1.737,2.58,0,0,-43.15,-122.15,21.934,2.615,-23.15,93.59,20.007,1.645,-14.08,-76.52,21.505,3.029,0,0,0,0,-27.58,-110.57,19.545,2.583,0,0,0,0,0
0.1291,18.138,1.739,2.59,0,0,-43,-121.78,21.893,2.625,-22.97,93.87,20.079,1.562,-13.98,-76.21,21.49,3.061,0,0,0,0,-27.58,-110.46,19.523,2.646,0,0,0,0,0
0.2291,18.115,1.737,2.6,0,0,-42.86,-121.41,21.849,2.629,-22.78,94.15,20.133,1.554,-13.89,-75.89,21.462,3.042,0,0,0,0,-27.58,-110.35,19.504,2.659,0,0,0,0,0
0.3291,18.092,1.733,2.61,0,0,-42.71,-121.05,21.804,2.637,-22.58,94.43,20.178,1.472,-13.79,-75.58,21.373,3.218,0,0,0,0,-27.59,-110.24,19.488,2.68,0,0,0,0,0
0.4291,18.07,1.73,2.62,0,0,-42.55,-120.69,21.759,2.644,-22.38,94.73,20.216,1.446,-13.7,-75.28,21.22,1.782,0,0,0,0,-27.58,-110.13,19.472,2.702,0,0,0,0,0
0.5291,18.047,1.726,2.63,0,0,-42.4,-120.33,21.727,2.673,-22.16,95.03,20.244,1.392,-13.61,-74.99,21.012,3.638,0,0,0,0,-27.58,-110.02,19.457,2.718,0,0,0,0,0
0.6291,18.025,1.721,2.64,0,0,-42.24,-119.98,21.696,2.236,-21.94,95.34,20.263,1.344,-13.53,-74.72,20.958,2.949,0,0,0,0,-27.57,-109.91,19.448,2.712,0,0,0,0,0
0.7291,18.002,1.717,2.64,0,0,-42.08,-119.62,21.66,2.725,-21.7,95.65,20.273,1.329,-13.45,-74.44,20.965,2.943,0,0,0,0,-27.56,-109.8,19.439,0.467,0,0,0,0,0
0.8291,17.98,1.713,2.65,0,0,-41.91,-119.28,21.62,2.716,-21.46,95.97,20.273,1.31,-13.37,-74.16,20.96,2.946,0,0,0,0,-27.55,-109.69,19.484,2.957,0,0,0,0,0
0.9291,17.957,1.71,2.66,0,0,-41.74,-118.93,21.578,2.772,-21.21,96.29,20.263,1.291,-13.29,-73.88,20.95,2.937,0,0,0,0,-27.52,-109.57,19.573,2.942,0,0,0,0,0
1.0291,17.935,1.705,2.67,0,0,-41.57,-118.59,21.536,2.053,-20.94,96.61,20.242,1.287,-13.2,-73.59,20.936,2.931,0,0,0,0,-27.5,-109.44,19.644,2.968,0,0,0,0,0
1.1291,17.913,1.701,2.68,0,0,-41.4,-118.25,21.488,2.856,-20.66,96.93,20.212,1.238,-13.12,-73.31,20.918,0.634,0,0,0,0,-27.46,-109.31,19.705,2.978,0,0,0,0,0
1.2291,17.89,1.697,2.69,0,0,-41.22,-117.92,21.424,2.872,-20.37,97.24,20.191,1.2,-13.03,-73.03,20.897,0.667,0,0,0,0,-27.42,-109.17,19.755,2.983,0,0,0,0,0
1.3291,17.868,1.693,2.7,0,0,-41.05,-117.59,21.37,2.821,-20.07,97.56,20.172,1.188,-12.95,-72.74,20.875,2.956,0,0,0,0,-27.37,-109.02,19.793,3.032,0,0,0,0,0
1.4291,17.846,1.542,2.71,0,0,-40.87,-117.26,21.322,2.742,-19.77,97.88,20.155,1.166,-12.86,-72.46,20.849,2.892,0,0,0,0,-27.31,-108.88,19.818,3.047,0,0,0,0,0
1.5291,17.824,1.289,2.72,0,0,-40.62,-116.97,21.276,2.83,-19.51,98.19,20.138,1.172,-12.73,-72.18,20.746,2.933,0,0,0,0,-27.18,-108.74,19.831,3.063,0,0,0,0,0
1.6291,17.802,0.974,2.73,0,0,-40.23,-116.73,21.23,2.876,-19.37,98.48,20.122,1.172,-12.52,-71.93,20.707,2.951,0,0,0,0,-26.92,-108.64,19.831,3.106,0,0,0,0,0
1.7291,17.78,0.793,2.73,0,0,-39.64,-116.56,21.184,2.844,-19.41,98.73,20.106,1.115,-12.18,-71.71,20.65,1.204,0,0,0,0,-26.47,-108.59,19.813,0.761,0,0,0,0,0
1.8291,17.759,0.749,2.74,0,0,-38.89,-116.44,21.125,2.938,-19.58,98.95,20.093,1.096,-11.74,-71.51,20.572,1.332,0,0,0,0,-25.89,-108.57,19.797,0.701,0,0,0,0,0
1.9291,17.737,0.777,2.74,0,0,-38.1,-116.35,21.062,2.896,-19.8,99.16,20.08,1.114,-11.26,-71.33,20.475,1.488,0,0,0,0,-25.25,-108.55,19.786,3.158,0,0,0,0,0
2.0291,17.715,0.757,2.74,0,0,-37.34,-116.25,21.008,1.782,-20.01,99.38,20.067,1.049,-10.8,-71.15,20.358,1.646,0,0,0,0,-24.65,-108.53,19.771,0.77,0,0,0,0,0
2.1291,17.693,0.767,2.75,0,0,-36.63,-116.13,20.992,2.977,-20.19,99.61,20.055,1.027,-10.36,-70.98,20.225,1.787,0,0,0,0,-24.08,-108.5,19.751,3.159,0,0,0,0,0
2.2291,17.671,0.784,2.75,0,0,-35.93,-116,21.059,3.047,-20.36,99.84,20.044,0.756,-9.94,-70.81,20.08,1.881,0,0,0,0,-23.53,-108.47,19.729,3.21,0,0,0,0,0
2.3291,17.65,0.792,2.76,0,0,-35.26,-115.86,21.125,3.023,-20.51,100.08,20.032,0.734,-9.54,-70.66,19.928,1.962,0,0,0,0,-23,-108.42,19.709,2.766,0,0,0,0,0
2.4291,17.628,0.794,2.76,0,0,-34.59,-115.7,21.191,2.966,-20.66,100.32,20.021,0.719,-9.14,-70.52,19.775,2.012,0,0,0,0,-22.49,-108.37,19.689,2.768,0,0,0,0,0
2.5291,17.606,0.794,2.77,0,0,-33.93,-115.53,21.238,3.092,-20.81,100.56,20.015,0.699,-8.76,-70.4,19.626,2.043,0,0,0,0,-21.99,-108.32,19.669,2.767,0,0,0,0,0
2.6291,17.585,0.791,2.77,0,0,-33.28,-115.35,21.277,3.144,-20.95,100.81,20.007,0.685,-8.39,-70.28,19.485,1.945,0,0,0,0,-21.49,-108.27,19.659,2.76,0,0,0,0,0
2.7291,17.565,0.78,2.77,0,0,-32.63,-115.17,21.308,1.644,-21.09,101.06,19.997,0.671,-8.03,-70.17,19.352,2.023,0,0,0,0,-21.01,-108.21,19.648,2.758,0,0,0,0,0
2.8291,17.551,0.765,2.78,0,0,-32,-114.97,21.329,3.221,-21.22,101.31,20.046,0.982,-7.68,-70.08,19.224,2.159,0,0,0,0,-20.54,-108.14,19.635,2.76,0,0,0,0,0
2.9291,17.544,0.785,2.78,0,0,-31.38,-114.76,21.339,3.164,-21.36,101.56,20.107,0.838,-7.35,-69.99,19.097,2.308,0,0,0,0,-20.07,-108.08,19.618,2.755,0,0,0,0,0
3.0291,17.543,0.828,2.79,0,0,-30.78,-114.55,21.338,3.08,-21.48,101.83,20.157,0.77,-7.04,-69.91,18.978,1.206,0,0,0,0,-19.63,-108.01,19.602,2.75,0,0,0,0,0
3.1291,17.548,0.883,2.79,0,0,-30.21,-114.33,21.325,3.241,-21.57,102.11,20.199,0.71,-6.74,-69.84,18.858,3.106,0,0,0,0,-19.22,-107.93,19.586,2.746,0,0,0,0,0
3.2291,17.557,0.964,2.8,0,0,-29.7,-114.09,21.296,3.213,-21.63,102.4,20.232,0.65,-6.49,-69.77,18.746,3.398,0,0,0,0,-18.85,-107.85,19.573,2.737,0,0,0,0,0
3.3291,17.573,1,2.8,0,0,-29.24,-113.84,21.235,3.351,-21.64,102.7,20.257,0.601,-6.28,-69.72,18.648,1.165,0,0,0,0,-18.54,-107.76,19.565,2.739,0,0,0,0,0
3.4291,17.595,1.088,2.81,0,0,-28.82,-113.6,21.125,3.493,-21.62,103.01,20.272,0.566,-6.11,-69.66,18.564,1.25,0,0,0,0,-18.26,-107.66,19.554,2.73,0,0,0,0,0
3.5291,17.619,1.208,2.81,0,0,-28.46,-113.35,20.974,2.183,-21.55,103.33,20.277,0.551,-6,-69.61,18.497,4.395,0,0,0,0,-18.03,-107.56,19.543,2.728,0,0,0,0,0
3.6291,17.644,1.242,2.82,0,0,-28.18,-113.1,20.793,2.365,-21.42,103.66,20.271,0.538,-5.93,-69.56,18.446,4.66,0,0,0,0,-17.86,-107.45,19.53,2.725,0,0,0,0,0
3.7291,17.668,1.276,2.83,0,0,-27.95,-112.84,20.835,3.127,-21.23,103.99,20.256,0.542,-5.93,-69.5,18.412,5.038,0,0,0,0,-17.73,-107.34,19.518,2.724,0,0,0,0,0
3.8291,17.693,1.3,2.83,0,0,-27.75,-112.58,20.899,3.159,-21.01,104.32,20.226,0.603,-5.97,-69.44,18.389,5.318,0,0,0,0,-17.64,-107.22,19.506,2.719,0,0,0,0,0
3.9291,17.719,1.313,2.84,0,0,-27.55,-112.31,20.951,3.13,-20.77,104.66,20.201,0.529,-6.04,-69.38,18.369,5.455,0,0,0,0,-17.56,-107.11,19.498,2.717,0,0,0,0,0
4.0291,17.744,1.321,2.85,0,0,-27.37,-112.03,20.995,3.119,-20.51,104.98,20.181,0.504,-6.15,-69.31,18.35,5.54,0,0,0,0,-17.48,-106.99,19.49,2.717,0,0,0,0,0
4.1291,17.768,1.343,2.86,0,0,-27.19,-111.75,21.032,3.141,-20.23,105.31,20.163,0.483,-6.28,-69.24,18.333,5.493,0,0,0,0,-17.42,-106.88,19.48,2.712,0,0,0,0,0
4.2291,17.793,1.422,2.86,0,0,-27.03,-111.46,21.063,3.153,-19.93,105.64,20.145,0.467,-6.45,-69.17,18.317,5.305,0,0,0,0,-17.36,-106.77,19.47,2.711,0,0,0,0,0
4.3291,17.818,1.46,2.87,0,0,-26.9,-111.16,21.087,3.113,-19.57,105.96,20.129,0.448,-6.67,-69.09,18.302,5.005,0,0,0,0,-17.35,-106.65,19.459,2.706,0,0,0,0,0
4.4291,17.843,1.485,2.88,0,0,-26.81,-110.85,21.102,3.131,-19.17,106.29,20.112,0.428,-6.94,-69.01,18.289,4.579,0,0,0,0,-17.37,-106.53,19.448,2.702,0,0,0,0,0
4.5291,17.867,1.507,2.89,0,0,-26.75,-110.54,21.11,3.153,-18.73,106.62,20.097,0.396,-7.24,-68.93,18.278,4.116,0,0,0,0,-17.41,-106.41,19.449,2.876,0,0,0,0,0
4.6291,17.892,1.446,2.9,0,0,-26.69,-110.22,21.11,3.191,-18.27,106.95,20.085,0.384,-7.56,-68.84,18.269,3.616,0,0,0,0,-17.46,-106.28,19.547,2.89,0,0,0,0,0
4.7291,17.917,1.344,2.9,0,0,-26.61,-109.91,21.1,3.103,-17.82,107.26,20.072,0.377,-7.87,-68.76,18.262,3.125,0,0,0,0,-17.48,-106.15,19.622,2.836,0,0,0,0,0
4.8291,17.942,1.32,2.91,0,0,-26.47,-109.62,21.083,3.124,-17.41,107.57,20.059,0.355,-8.16,-68.68,18.257,0.135,0,0,0,0,-17.45,-106.02,19.686,2.816,0,0,0,0,0
4.9291,17.966,1.343,2.92,0,0,-26.31,-109.34,21.059,3.151,-17.03,107.86,20.047,0.343,-8.42,-68.6,18.255,2.214,0,0,0,0,-17.38,-105.9,19.74,2.793,0,0,0,0,0
5.0291,17.99,1.469,2.93,0,0,-26.15,-109.06,21.015,3.201,-16.64,108.15,20.036,0.324,-8.7,-68.52,18.253,1.811,0,0,0,0,-17.32,-105.77,19.781,2.769,0,0,0,0,0
5.1291,18.014,1.491,2.93,0,0,-26.07,-108.77,20.945,3.14,-16.16,108.44,20.024,0.305,-9,-68.44,18.252,1.458,0,0,0,0,-17.32,-105.63,19.811,2.746,0,0,0,0,0
5.2291,18.038,1.504,2.94,0,0,-26.03,-108.47,20.938,3.151,-15.64,108.73,20.015,0.271,-9.33,-68.35,18.252,1.154,0,0,0,0,-17.36,-105.48,19.829,2.718,0,0,0,0,0
5.3291,18.062,1.475,2.95,0,0,-26.02,-108.17,21.003,3.095,-15.07,109.03,20.008,0.263,-9.66,-68.26,18.253,0.891,0,0,0,0,-17.42,-105.32,19.835,2.697,0,0,0,0,0
5.4291,18.086,1.476,2.96,0,0,-25.98,-107.86,21.067,3.096,-14.51,109.31,19.999,0.254,-9.97,-68.18,18.255,0.666,0,0,0,0,-17.46,-105.18,19.825,2.687,0,0,0,0,0
5.5291,18.111,1.468,2.97,0,0,-25.92,-107.56,21.133,3.144,-13.95,109.59,20.006,0.766,-10.25,-68.1,18.259,0.477,0,0,0,0,-17.48,-105.03,19.801,2.649,0,0,0,0,0
5.6291,18.135,1.414,2.97,0,0,-25.86,-107.25,21.195,3.01,-13.39,109.86,20.077,0.576,-10.51,-68.02,18.264,0.325,0,0,0,0,-17.5,-104.9,19.791,2.628,0,0,0,0,0
5.7291,18.159,1.259,2.98,0,0,-25.76,-106.94,21.26,3.111,-12.85,110.13,20.131,0.573,-10.74,-67.95,18.27,0.063,0,0,0,0,-17.49,-104.77,19.776,2.598,0,0,0,0,0
5.8291,18.183,1.111,2.99,0,0,-25.59,-106.65,21.322,3.073,-12.37,110.4,20.176,0.491,-10.91,-67.88,18.276,0.096,0,0,0,0,-17.41,-104.65,19.755,2.586,0,0,0,0,0
5.9291,18.207,0.939,3,0,0,-25.33,-106.38,21.387,3.043,-11.99,110.65,20.214,0.4,-11.01,-67.83,18.282,0.159,0,0,0,0,-17.24,-104.56,19.737,5.329,0,0,0,0,0
6.0291,18.232,0.72,3,0,0,-24.97,-106.12,21.449,3.037,-11.72,110.89,20.243,0.304,-11.03,-67.79,18.289,0.217,0,0,0,0,-16.98,-104.48,19.718,2.961,0,0,0,0,0
