car speed(m/s),LB Position X,LB Position Z,LB speed,LF Position X,LF Position Z,LF speed,B Position X,B Position Z,B speed,F Position X,F Position Z,F speed,RB Position X,RB Position Z,RB speed,RF Position X,RF Position Z,RF speed,LC
25.008,0,0,0,0,0,0,0,0,0,-16.57,81.57,15.404,-21.02,-95.92,15.389,-3.41,13.53,14.673,0
24.999,0,0,0,0,0,0,0,0,0,-16.19,80.69,15.456,-21.52,-96.79,15.267,-3.38,12.47,14.681,0
25.006,0,0,0,0,0,0,0,0,0,-15.84,79.82,15.551,-22.05,-97.66,15.179,-3.35,11.42,14.639,0
25.002,0,0,0,0,0,0,0,0,0,-15.36,78.98,15.557,-22.66,-98.52,15.238,-3.32,10.36,14.659,0
25.003,0,0,0,0,0,0,0,0,0,-14.99,78.11,15.561,-23.2,-99.39,15.022,-3.31,9.3,14.673,0
24.998,0,0,0,0,0,0,0,0,0,-14.5,77.27,15.553,-23.91,-100.23,14.981,-3.3,8.25,14.664,0
25.005,0,0,0,0,0,0,0,0,0,-14.14,76.41,15.557,-24.48,-101.1,15.098,-3.29,7.19,14.678,0
25.001,0,0,0,0,0,0,0,0,0,-13.66,75.56,15.492,-25.22,-101.92,15.169,-3.29,6.14,14.698,0
25.002,0,0,0,0,0,0,0,0,0,-13.3,74.68,15.371,-25.67,-102.8,15.24,-3.3,5.08,14.718,0
25.004,0,0,0,0,0,0,0,0,0,-12.84,73.81,15.469,-26.28,-103.65,15.071,-3.31,4.03,14.738,0
24.999,0,0,0,0,0,0,0,0,0,-12.49,72.92,15.35,-27.07,-104.44,15.206,-3.33,2.99,14.754,0
25.007,0,0,0,0,0,0,0,0,0,-12.04,72.03,15.305,-27.71,-105.26,15.277,-3.36,1.94,14.74,0
24.997,0,0,0,0,0,0,0,0,0,-11.61,71.14,15.319,-28.36,-106.08,15.23,-3.39,0.89,14.757,0
25.009,0,0,0,0,0,0,0,0,0,-11.29,70.23,15.218,-3.42,-0.16,14.746,0,0,0,0
24.995,0,0,0,0,0,0,0,0,0,-10.98,69.31,15.276,-3.46,-1.21,14.709,0,0,0,0
25.004,0,0,0,0,0,0,0,0,0,-10.54,68.41,15.233,-3.51,-2.26,14.726,0,0,0,0
24.995,0,0,0,0,0,0,0,0,0,-10.09,67.52,15.233,-3.56,-3.31,14.717,0,0,0,0
25.008,0,0,0,0,0,0,0,0,0,-9.79,66.59,15.161,-3.62,-4.36,14.706,0,0,0,0
24.994,0,0,0,0,0,0,0,0,0,-9.46,65.67,15.22,-3.69,-5.41,14.723,0,0,0,0
25.01,0,0,0,0,0,0,0,0,0,-9.08,64.76,15.264,-3.76,-6.46,14.709,0,0,0,0
24.993,0,0,0,0,0,0,0,0,0,-8.74,63.84,15.279,-3.83,-7.51,14.7,0,0,0,0
25.011,0,0,0,0,0,0,0,0,0,-8.33,62.93,15.264,-3.91,-8.56,14.717,0,0,0,0
24.993,0,0,0,0,0,0,0,0,0,-8.01,62.01,15.206,-3.99,-9.61,14.703,0,0,0,0
25.012,0,0,0,0,0,0,0,0,0,-7.71,61.08,15.337,-4.09,-10.66,14.692,0,0,0,0
24.993,0,0,0,0,0,0,0,0,0,-7.35,60.16,15.278,-4.2,-11.7,14.68,0,0,0,0
25.008,0,0,0,0,0,0,0,0,0,-7.07,59.23,15.308,-4.3,-12.75,14.694,0,0,0,0
24.992,0,0,0,0,0,0,0,0,0,-6.8,58.3,15.264,-4.41,-13.8,14.714,0,0,0,0
25.012,0,0,0,0,0,0,0,0,0,-6.53,57.37,15.365,-4.54,-14.84,14.734,0,0,0,0
24.993,0,0,0,0,0,0,0,0,0,-6.24,56.45,15.433,-4.65,-15.89,14.751,0,0,0,0
25.009,0,0,0,0,0,0,0,0,0,-5.95,55.53,15.371,-4.76,-16.93,14.705,0,0,0,0
24.992,0,0,0,0,0,0,0,0,0,-5.64,54.61,15.368,-4.88,-17.98,14.722,0,0,0,0
25.012,0,0,0,0,0,0,0,0,0,-5.39,53.67,15.365,-5.02,-19.02,14.714,0,0,0,0
24.993,0,0,0,0,0,0,0,0,0,-5.13,52.74,15.377,-5.14,-20.07,14.728,0,0,0,0
25.009,0,0,0,0,0,0,0,0,0,-4.86,51.81,15.418,-5.27,-21.11,14.719,0,0,0,0
24.993,0,0,0,0,0,0,0,0,0,-4.69,50.87,15.371,-5.42,-22.15,14.711,0,0,0,0
25.009,0,0,0,0,0,0,0,0,0,-4.37,49.94,15.439,-5.58,-23.19,14.699,0,0,0,0
24.994,0,0,0,0,0,0,0,0,0,-4.21,49.01,15.505,-5.71,-24.24,14.719,0,0,0,0
25.007,0,0,0,0,0,0,0,0,0,-3.97,48.09,15.555,-5.85,-25.28,14.733,0,0,0,0
24.995,0,0,0,0,0,0,0,0,0,-3.83,47.15,15.42,-5.99,-26.32,14.719,0,0,0,0
25.006,0,0,0,0,0,0,0,0,0,-3.62,46.21,15.374,-6.14,-27.36,14.71,0,0,0,0
24.999,0,0,0,0,0,0,0,0,0,-3.42,45.27,15.414,-6.31,-28.4,14.73,0,0,0,0
25.005,0,0,0,0,0,0,0,0,0,-3.22,44.34,15.524,-6.43,-29.44,14.719,0,0,0,0
24.996,0,0,0,0,0,0,0,0,0,-3.03,43.4,15.46,-6.61,-30.48,14.71,0,0,0,0
25.009,0,0,0,0,0,0,0,0,0,-2.9,42.45,15.412,-6.77,-31.52,14.721,0,0,0,0
24.991,0,0,0,0,0,0,0,0,0,-2.73,41.52,15.508,-6.92,-32.56,14.71,0,0,0,0
25.01,0,0,0,0,0,0,0,0,0,-2.56,40.58,15.514,-7.1,-33.59,14.699,0,0,0,0
24.989,0,0,0,0,0,0,0,0,0,-2.39,39.65,15.55,-7.25,-34.63,14.716,0,0,0,0
24.958,0,0,0,0,0,0,0,0,0,-2.22,38.72,15.542,-7.4,-35.67,14.735,0,0,0,0
24.927,0,0,0,0,0,0,0,0,0,-2.04,37.8,15.578,-7.52,-36.71,14.752,0,0,0,0
24.895,0,0,0,0,0,0,0,0,0,-1.85,36.88,15.569,-7.66,-37.74,14.769,0,0,0,2
24.863,0,0,0,0,0,0,0,0,0,-1.71,35.97,15.617,-7.76,-38.77,14.758,0,0,0,2
24.829,0,0,0,0,0,0,0,0,0,-1.44,35.06,15.621,-7.8,-39.81,14.69,0,0,0,2
24.796,0,0,0,0,0,0,0,0,0,-1.21,34.17,15.598,-7.89,-40.85,14.707,0,0,0,2
24.762,0,0,0,0,0,0,0,0,0,-0.96,33.27,15.533,-7.92,-41.88,14.698,0,0,0,2
24.728,0,0,0,0,0,0,0,0,0,-0.71,32.38,15.538,-7.93,-42.92,14.724,0,0,0,2
24.695,0,0,0,0,0,0,0,0,0,-0.44,31.49,15.531,-7.93,-43.94,14.76,0,0,0,2
24.66,0,0,0,0,0,0,0,0,0,-0.16,30.61,15.481,-7.91,-44.97,14.791,0,0,0,2
24.626,0,0,0,0,0,0,0,0,0,0.11,29.73,15.475,-7.89,-45.98,14.825,0,0,0,2
24.592,0,0,0,0,0,0,0,0,0,0.42,28.85,15.512,-7.88,-46.99,14.814,0,0,0,2
24.557,0,0,0,0,0,0,0,0,0,0.69,27.98,15.518,-7.86,-47.99,14.788,0,0,0,2
24.523,0,0,0,0.95,27.12,15.468,-7.84,-48.99,14.816,0,0,0,-11.15,-53.14,15.466,-9.93,69.35,15.556,2
24.488,0,0,0,1.2,26.25,15.476,-7.82,-49.99,14.78,0,0,0,-11.06,-54.11,15.323,-9.45,68.52,15.647,2
24.453,0,0,0,1.46,25.38,15.427,-7.8,-50.98,14.771,0,0,0,-10.99,-55.08,15.356,-9,67.69,15.389,2
24.418,0,0,0,1.71,24.51,15.479,-7.76,-51.98,14.796,0,0,0,-10.98,-56.03,15.307,-8.56,66.84,15.38,2
24.383,0,0,0,1.98,23.65,15.474,-7.76,-52.96,14.731,0,0,0,-11,-56.98,15.353,-8.14,65.97,15.205,2
24.347,0,0,0,2.19,22.79,15.411,-7.77,-53.94,14.717,0,0,0,-10.95,-57.92,15.409,-7.74,65.1,15.263,2
24.311,0,0,0,2.39,21.92,15.35,-7.79,-54.91,14.737,0,0,0,-10.97,-58.85,15.382,-7.38,64.23,15.254,2
24.274,0,0,0,2.55,21.06,15.348,-7.83,-55.88,14.728,0,0,0,-11.02,-59.76,15.483,-7.04,63.36,15.245,2
24.238,0,0,0,2.72,20.18,15.231,-7.84,-56.84,14.748,0,0,0,-11.12,-60.65,15.523,-6.74,62.49,15.303,2
24.202,0,0,0,2.86,19.31,15.246,-7.92,-57.79,14.737,0,0,0,-11.13,-61.55,15.47,-6.47,61.63,15.377,2
24.166,0,0,0,2.96,18.44,15.361,-8,-58.73,14.728,0,0,0,-11.24,-62.43,15.43,-6.23,60.76,15.352,2
24.131,0,0,0,3.05,17.58,15.371,-8.11,-59.66,14.742,0,0,0,-11.29,-63.32,15.471,-6.01,59.89,15.343,0
24.121,0,0,0,3.1,16.73,15.355,-8.23,-60.6,14.646,0,0,0,-11.46,-64.18,15.419,-5.83,59.02,15.234,0
24.164,0,0,0,3.14,15.86,15.311,-8.38,-61.53,14.666,0,0,0,-11.57,-65.06,15.461,-5.68,58.14,15.292,0
24.219,0,0,0,3.15,14.98,15.194,-8.54,-62.46,14.686,0,0,0,-11.75,-65.93,15.387,-5.75,57.24,15.432,0
24.276,0,0,0,3.17,14.09,15.268,-8.69,-63.4,14.7,0,0,0,-11.86,-66.84,15.292,-5.71,56.35,15.423,0
24.335,0,0,0,3.21,13.2,15.339,-8.83,-64.35,14.717,0,0,0,-11.95,-67.75,15.303,-5.62,55.45,15.332,0
24.393,0,0,0,3.24,12.32,15.394,-8.97,-65.31,14.708,0,0,0,-12.1,-68.66,15.36,-5.53,54.53,15.157,0
24.449,0,0,0,3.26,11.43,15.404,-9.12,-66.27,14.7,0,0,0,-12.21,-69.58,15.311,-5.43,53.61,15.215,0
24.506,0,0,0,3.29,10.53,15.458,-9.24,-67.24,14.607,0,0,0,-12.39,-70.49,15.298,-5.29,52.68,15.189,0
24.564,0,0,0,3.3,9.64,15.382,-9.41,-68.22,14.568,0,0,0,-12.52,-71.43,15.25,-5.19,51.75,15.181,0
24.621,0,0,0,3.31,8.73,15.45,-9.59,-69.2,14.587,0,0,0,-12.65,-72.36,15.344,-5.08,50.81,15.238,0
24.679,0,0,0,3.31,7.82,15.502,-9.71,-70.2,14.605,0,0,0,-12.76,-73.3,15.295,-4.97,49.87,15.279,0
24.736,0,0,0,3.32,6.92,15.621,-9.88,-71.19,14.596,0,0,0,-12.87,-74.26,15.341,-4.87,48.92,15.27,0
24.794,0,0,0,3.34,6.01,15.454,-10.05,-72.19,14.608,0,0,0,-13.08,-75.2,15.305,-4.76,47.97,15.179,0
24.85,0,0,0,3.35,5.08,15.349,-10.15,-73.21,14.622,0,0,0,-13.2,-76.16,15.293,-4.66,47,15.137,0
24.907,0,0,0,3.36,4.13,15.276,-10.31,-74.22,14.582,0,0,0,-13.33,-77.13,15.245,-4.57,46.03,15.194,0
24.964,0,0,0,3.36,3.17,15.276,-10.42,-75.25,14.566,0,0,0,-13.35,-78.12,15.35,-4.49,45.06,15.235,0
25.018,0,0,0,3.36,2.21,15.319,-10.57,-76.28,14.58,0,0,0,-13.57,-79.08,15.243,-4.41,44.08,15.309,0
25.012,0,0,0,3.35,1.25,15.375,-10.67,-77.32,14.6,0,0,0,-13.68,-80.06,15.301,-4.34,43.1,15.284,0
24.992,0,0,0,0,0,0,-10.81,-78.35,14.583,0,0,0,-13.78,-81.04,15.347,-4.27,42.13,15.259,0
25.012,3.33,-0.65,15.452,0,0,0,-10.94,-79.38,14.597,0,0,0,-13.88,-82.02,15.297,-4.2,41.15,15.316,0
24.992,3.32,-1.6,15.319,0,0,0,-11.03,-80.42,14.583,0,0,0,-13.97,-83,15.32,-4.14,40.17,15.059,0
25.013,3.3,-2.57,15.26,0,0,0,-11.16,-81.45,14.6,0,0,0,-14.05,-83.98,15.318,-4.08,39.17,15.1,0
24.997,3.27,-3.53,15.389,0,0,0,-11.24,-82.49,14.62,0,0,0,-14.13,-84.96,15.363,-4.03,38.19,15.257,0
25.006,3.24,-4.48,15.457,0,0,0,-11.38,-83.51,14.64,0,0,0,-14.31,-85.92,15.302,-3.98,37.2,15.065,0
25.004,3.21,-5.43,15.438,0,0,0,-11.51,-84.54,14.657,0,0,0,-14.26,-86.93,15.348,-3.93,36.2,14.957,0
25.001,3.18,-6.38,15.42,0,0,0,-11.6,-85.57,14.671,0,0,0,-14.42,-87.9,15.264,-3.88,35.2,15.098,0
25.003,3.16,-7.32,15.344,0,0,0,-11.75,-86.59,14.688,0,0,0,-14.47,-88.89,15.275,-3.84,34.2,15.139,0
25.001,3.17,-8.26,15.356,0,0,0,-11.89,-87.61,14.699,0,0,0,-14.51,-89.88,15.239,-3.8,33.2,15.13,0
25.003,3.17,-9.21,15.481,0,0,0,-11.98,-88.64,14.713,0,0,0,-14.64,-90.86,15.275,-3.76,32.21,15.171,0
25.001,3.16,-10.16,15.363,0,0,0,-12.12,-89.66,14.705,0,0,0,-14.67,-91.85,15.333,-3.72,31.22,15.129,0
25.004,3.14,-11.12,15.245,0,0,0,-12.19,-90.69,14.719,0,0,0,-14.79,-92.82,15.377,-3.6,30.23,15.037,0
25.001,3.15,-12.08,15.289,0,0,0,-12.26,-91.72,14.707,0,0,0,-14.8,-93.81,15.467,-3.44,29.24,15.028,0
25.004,3.13,-13.06,15.245,0,0,0,-12.31,-92.75,14.696,0,0,0,-14.91,-94.77,15.473,-3.34,28.25,15.168,0
25.002,3.11,-14.03,15.144,0,0,0,-12.42,-93.78,14.716,0,0,0,-14.89,-95.74,15.549,-3.28,27.28,15.226,0
25.005,3.1,-15,15.218,0,0,0,-12.46,-94.81,14.707,0,0,0,-14.89,-96.72,15.495,-3.22,26.3,15.201,0
25.002,3.11,-15.96,15.262,0,0,0,-12.49,-95.84,14.716,0,0,0,-14.98,-97.68,15.362,-3.18,25.33,15.275,0
25.005,3.1,-16.93,15.275,0,0,0,-12.51,-96.88,14.732,0,0,0,-14.99,-98.67,15.348,-3.14,24.36,15.316,0
24.997,3.08,-17.89,15.404,0,0,0,-12.59,-97.91,14.721,0,0,0,-15.14,-99.64,15.381,-3.1,23.39,15.357,0
25.011,3.08,-18.84,15.4,0,0,0,-12.6,-98.95,14.713,0,0,0,-15.19,-100.61,15.435,-3.08,22.42,15.265,0
24.991,3.07,-19.79,15.397,0,0,0,-12.61,-99.98,14.704,0,0,0,-15.25,-101.58,15.534,-3.05,21.45,15.173,0
25.013,3.06,-20.75,15.395,0,0,0,-12.71,-101.01,14.639,0,0,0,-15.26,-102.54,15.573,-3.04,20.46,15.065,0
24.995,3.06,-21.71,15.277,0,0,0,-12.72,-102.06,14.653,0,0,0,-15.3,-103.5,15.576,-3.02,19.47,15.205,0
25.01,3.05,-22.67,15.335,0,0,0,-12.73,-103.1,14.667,0,0,0,-15.33,-104.47,15.488,-3.02,18.48,14.998,0
24.995,3.06,-23.63,15.447,0,0,0,-12.82,-104.13,14.625,0,0,0,-15.27,-105.46,15.483,-3.02,17.47,14.823,0
25.011,3.06,-24.57,15.512,0,0,0,-12.85,-105.18,14.642,0,0,0,-15.31,-106.43,15.443,-3.02,16.46,14.98,0
24.995,3.07,-25.51,15.576,0,0,0,-12.86,-106.22,14.625,0,0,0,-15.36,-107.39,15.531,-3.02,15.47,15.12,0
25.012,3.08,-26.44,15.666,0,0,0,-12.87,-107.27,14.645,0,0,0,-15.39,-108.36,15.535,-3.05,14.47,15.111,0
24.995,3.09,-27.37,15.723,0,0,0,-12.93,-108.31,14.634,0,0,0,-15.29,-109.34,15.54,-3.09,13.46,15.086,0
25.01,3.11,-28.3,15.542,0,0,0,-12.92,-109.36,14.648,0,0,0,-15.3,-110.31,15.533,-3.11,12.48,15.243,0
25.003,3.13,-29.24,15.49,0,0,0,-12.9,-110.4,14.668,0,0,0,-15.17,-111.3,15.388,-3.12,11.5,15.234,0
24.999,3.16,-30.18,15.483,0,0,0,-12.86,-111.45,14.659,0,0,0,-15.16,-112.29,15.316,-3.13,10.52,15.308,0
25.009,3.19,-31.12,15.52,0,0,0,-12.81,-112.5,14.651,0,0,0,-15.14,-113.28,15.268,-3.13,9.54,15.349,0
24.996,3.23,-32.06,15.469,0,0,0,-12.75,-113.55,14.643,0,0,0,-14.98,-114.3,15.208,-3.13,8.58,15.423,0
25.008,3.28,-33.01,15.449,0,0,0,-12.68,-114.6,14.66,0,0,0,-14.93,-115.3,15.267,-3.12,7.62,15.332,0
24.997,3.33,-33.96,15.402,0,0,0,-12.6,-115.66,14.648,0,0,0,-14.87,-116.3,15.267,-3.12,6.66,15.24,0
25.009,3.21,-34.93,15.442,0,0,0,-12.5,-116.71,14.665,0,0,0,-14.81,-117.31,15.172,-3.12,5.67,15.231,0
24.992,3.21,-35.89,15.451,0,0,0,-12.5,-117.75,14.682,0,0,0,-14.72,-118.32,15.231,-3.12,4.7,15.256,0
25.013,3.11,-36.84,15.459,0,0,0,-12.43,-118.8,14.702,0,0,0,-14.63,-119.32,15.266,-3.12,3.71,15.081,0
24.993,3.08,-37.79,15.524,0,0,0,-12.38,-119.85,14.688,0,0,0,-14.52,-120.32,15.277,-3.12,2.73,15.205,0
25.011,3.01,-38.74,15.629,0,0,0,-12.33,-120.89,14.648,0,0,0,-14.4,-121.32,15.276,-3.12,1.75,15.246,0
24.999,2.97,-39.68,15.631,0,0,0,-12.25,-121.94,14.668,0,0,0,-14.27,-122.33,15.276,-3.12,0.78,15.287,0
25.008,2.94,-40.62,15.495,0,0,0,-12.18,-122.99,14.685,0,0,0,-14.13,-123.33,15.276,0,0,0,0
24.999,2.91,-41.57,15.531,0,0,0,-12.02,-124.05,14.699,0,0,0,-13.98,-124.34,15.287,0,0,0,0
25.008,2.88,-42.51,15.58,0,0,0,-11.92,-125.1,14.713,0,0,0,-13.95,-125.32,15.39,0,0,0,0
25,2.85,-43.46,15.514,0,0,0,-11.81,-126.15,14.705,0,0,0,-13.79,-126.32,15.434,0,0,0,0
25.003,2.82,-44.4,15.576,0,0,0,-11.69,-127.2,14.691,0,0,0,-13.75,-127.29,15.43,0,0,0,0
25.007,2.79,-45.35,15.569,0,0,0,-11.56,-128.25,14.679,0,0,0,-13.57,-128.29,15.345,0,0,0,0
24.993,2.76,-46.29,15.617,0,0,0,-11.42,-129.3,14.634,0,0,0,-13.46,-129.28,15.342,0,0,0,0
25.011,2.81,-47.23,15.581,0,0,0,-11.27,-130.36,14.654,0,0,0,-13.4,-130.27,15.247,0,0,0,0
24.993,2.97,-48.16,15.573,0,0,0,-11.02,-131.42,14.674,0,0,0,-13.36,-131.26,15.247,0,0,0,0
25.01,3.1,-49.1,15.565,0,0,0,-10.93,-132.47,14.634,0,0,0,-13.18,-132.26,15.34,0,0,0,0
24.994,3.17,-50.04,15.571,0,0,0,-10.79,-133.52,14.623,0,0,0,-12.99,-133.25,15.362,0,0,0,0
25.011,3.24,-50.97,15.674,0,0,0,-10.69,-134.57,14.64,0,0,0,-12.8,-134.24,15.452,0,0,0,0
24.994,3.24,-51.91,15.731,0,0,0,-10.51,-135.63,14.654,0,0,0,-12.59,-135.23,15.447,0,0,0,0
25.012,3.24,-52.83,15.816,0,0,0,-10.39,-136.68,14.674,0,0,0,-12.37,-136.21,15.443,0,0,0,0
24.992,3.23,-53.74,15.811,0,0,0,-10.26,-137.73,14.607,0,0,0,-12.14,-137.2,15.392,0,0,0,0
25.009,3.23,-54.66,15.795,0,0,0,-10.04,-138.79,14.624,0,0,0,-11.9,-138.19,15.401,0,0,0,0
22.092,0,0,0,0,0,0,0,0,0,0,0,0,5.01,-61.23,18.227,0,0,0,0
22.181,0,0,0,0,0,0,0,0,0,0,0,0,5.23,-61.55,18.227,0,0,0,0
22.267,0,0,0,0,0,0,0,0,0,0,0,0,5.47,-61.87,18.228,0,0,0,0
22.353,0,0,0,0,0,0,0,0,0,0,0,0,5.6,-62.21,18.228,0,0,0,0
22.44,0,0,0,0,0,0,0,0,0,0,0,0,5.84,-62.55,18.228,0,0,0,0
22.526,0,0,0,0,0,0,0,0,0,0,0,0,5.95,-62.92,18.228,0,0,0,0
22.612,0,0,0,0,0,0,0,0,0,0,0,0,6.15,-63.29,18.228,0,0,0,0
22.698,0,0,0,0,0,0,0,0,0,0,0,0,6.33,-63.67,18.228,0,0,0,0
22.784,0,0,0,0,0,0,0,0,0,0,0,0,6.42,-64.07,18.229,0,0,0,0
22.87,0,0,0,0,0,0,0,0,0,0,0,0,6.67,-64.47,18.229,0,0,0,0
22.647,0,0,0,0,0,0,0,0,0,0,0,0,6.77,-64.87,18.229,0,0,0,0
22.603,0,0,0,0,0,0,0,0,0,0,0,0,7,-65.21,18.229,0,0,0,0
22.581,0,0,0,0,0,0,0,0,0,0,0,0,7.27,-65.53,18.229,0,0,0,0
22.544,0,0,0,0,0,0,0,0,0,0,0,0,7.51,-65.87,18.229,0,0,0,0
22.509,0,0,0,0,0,0,0,0,0,0,0,0,7.61,-66.23,18.23,0,0,0,0
22.483,0,0,0,0,0,0,0,0,0,0,0,0,7.79,-66.59,18.23,0,0,0,0
22.449,0,0,0,0,0,0,0,0,0,0,0,0,7.97,-66.95,18.23,0,0,0,0
22.409,0,0,0,0,0,0,0,0,0,0,0,0,8.18,-67.3,18.23,0,0,0,0
22.377,0,0,0,0,0,0,0,0,0,0,0,0,8.4,-67.63,18.23,0,0,0,0
22.349,0,0,0,0,0,0,0,0,0,0,0,0,8.65,-67.95,18.23,0,0,0,0
22.319,0,0,0,0,0,0,0,0,0,0,0,0,8.78,-68.3,18.23,0,0,0,0
22.29,0,0,0,0,0,0,0,0,0,0,0,0,9.02,-68.63,18.231,0,0,0,0
22.261,0,0,0,0,0,0,0,0,0,0,0,0,9.13,-68.97,18.231,0,0,0,0
22.23,0,0,0,0,0,0,0,0,0,0,0,0,9.21,-69.32,18.231,0,0,0,0
22.21,0,0,0,0,0,0,0,0,0,0,0,0,9.37,-69.66,18.231,0,0,0,0
22.238,0,0,0,0,0,0,0,0,0,0,0,0,9.58,-69.99,18.231,0,0,0,0
22.226,0,0,0,0,0,0,0,0,0,0,0,0,9.66,-70.33,18.231,0,0,0,0
22.224,0,0,0,0,0,0,0,0,0,0,0,0,9.81,-70.67,18.231,0,0,0,0
22.23,0,0,0,0,0,0,0,0,0,0,0,0,9.96,-71.01,18.232,0,0,0,0
22.22,0,0,0,0,0,0,0,0,0,0,0,0,10.13,-71.35,18.232,0,0,0,0
22.228,0,0,0,0,0,0,0,0,0,0,0,0,10.13,-71.71,18.232,0,0,0,0
22.218,0,0,0,0,0,0,0,0,0,0,0,0,10.27,-72.05,18.232,0,0,0,0
22.233,0,0,0,0,0,0,0,0,0,0,0,0,10.41,-72.4,18.232,0,0,0,0
22.215,0,0,0,0,0,0,0,0,0,0,0,0,10.45,-72.75,18.232,0,0,0,0
22.233,0,0,0,0,0,0,0,0,0,0,0,0,10.58,-73.1,18.232,0,0,0,0
22.22,0,0,0,0,0,0,0,0,0,0,0,0,10.72,-73.45,18.233,0,0,0,0
22.231,0,0,0,0,0,0,0,0,0,0,0,0,10.85,-73.8,18.233,0,0,0,0
22.219,0,0,0,0,0,0,0,0,0,0,0,0,10.95,-74.15,18.233,0,0,0,0
22.232,0,0,0,0,0,0,0,0,0,0,0,0,10.95,-74.52,18.233,0,0,0,0
22.225,0,0,0,0,0,0,0,0,0,0,0,0,11.07,-74.87,18.233,0,0,0,0
22.223,0,0,0,0,0,0,0,0,0,0,0,0,11.17,-75.23,18.233,0,0,0,0
22.23,0,0,0,0,0,0,0,0,0,0,0,0,11.27,-75.58,18.233,0,0,0,0
22.216,0,0,0,0,0,0,0,0,0,0,0,0,11.22,-75.96,18.233,0,0,0,0
22.232,0,0,0,0,0,0,0,0,0,0,0,0,11.28,-76.33,18.233,0,0,0,0
22.216,0,0,0,0,0,0,0,0,0,0,0,0,11.37,-76.69,18.234,0,0,0,0
22.235,0,0,0,0,0,0,0,0,0,0,0,0,11.46,-77.05,18.234,0,0,0,0
22.221,0,0,0,0,0,0,0,0,0,0,0,0,11.46,-77.42,18.234,0,0,0,0
22.23,0,0,0,0,0,0,0,0,0,0,0,0,11.45,-77.8,18.234,0,0,0,0
22.227,0,0,0,0,0,0,0,0,0,0,0,0,11.61,-78.15,18.234,0,0,0,0
22.221,0,0,0,0,0,0,0,0,0,0,0,0,11.52,-78.54,18.234,0,0,0,0
22.231,0,0,0,0,0,0,0,0,0,0,0,0,11.54,-78.91,18.234,0,0,0,0
22.218,0,0,0,0,0,0,0,0,0,0,0,0,11.59,-79.28,18.234,0,0,0,0
22.229,0,0,0,0,0,0,0,0,0,0,0,0,11.74,-79.64,18.235,0,0,0,0
22.218,0,0,0,0,0,0,0,0,0,0,0,0,11.63,-80.03,18.235,0,0,0,0
22.235,0,0,0,0,0,0,0,0,0,0,0,0,11.67,-80.4,18.235,0,0,0,0
22.218,0,0,0,0,0,0,0,0,0,0,0,0,11.7,-80.78,18.235,0,0,0,0
22.235,0,0,0,0,0,0,0,0,0,0,0,0,11.68,-81.16,18.235,0,0,0,0
22.224,0,0,0,0,0,0,0,0,0,0,0,0,11.65,-81.54,18.235,0,0,0,0
22.227,0,0,0,0,0,0,0,0,0,0,0,0,11.62,-81.92,18.235,0,0,0,0
22.229,0,0,0,0,0,0,0,0,0,0,0,0,11.79,-82.28,18.235,0,0,0,0
22.219,0,0,0,0,0,0,0,0,0,0,0,0,11.65,-82.68,18.235,0,0,0,0
22.233,0,0,0,0,0,0,0,0,0,0,0,0,11.67,-83.06,18.235,0,0,0,0
22.216,0,0,0,0,0,0,0,0,0,0,0,0,11.77,-83.42,18.236,0,0,0,0
22.234,0,0,0,0,0,0,0,0,0,0,0,0,11.62,-83.83,18.236,0,0,0,0
22.221,0,0,0,0,0,0,0,0,0,0,0,0,11.76,-84.19,18.236,0,0,0,0
22.23,0,0,0,0,0,0,0,0,0,0,0,0,11.77,-84.57,18.236,0,0,0,0
22.227,0,0,0,0,0,0,0,0,0,0,0,0,11.81,-84.95,18.236,0,0,0,0
22.221,0,0,0,0,0,0,0,0,0,0,0,0,11.85,-85.32,18.236,0,0,0,0
22.231,0,0,0,0,0,0,0,0,0,0,0,0,11.71,-85.73,18.236,0,0,0,0
22.215,0,0,0,0,0,0,0,0,0,0,0,0,11.77,-86.1,18.236,0,0,0,0
22.234,0,0,0,0,0,0,0,0,0,0,0,0,11.63,-86.5,18.236,0,0,0,0
22.218,0,0,0,0,0,0,0,0,0,0,0,0,11.72,-86.88,18.236,0,0,0,0
22.232,0,0,0,0,0,0,0,0,0,0,0,0,11.77,-87.25,18.237,0,0,0,0
22.224,0,0,0,0,0,0,0,0,0,0,0,0,11.58,-87.66,18.237,0,0,0,0
22.223,0,0,0,0,0,0,0,0,0,0,0,0,11.55,-88.05,18.237,0,0,0,0
22.23,0,0,0,0,0,0,0,0,0,0,0,0,11.61,-88.43,18.237,0,0,0,0
22.216,0,0,0,0,0,0,0,0,0,0,0,0,11.68,-88.8,18.237,0,0,0,0
22.233,0,0,0,0,0,0,0,0,0,0,0,0,11.57,-89.2,18.237,0,0,0,0
22.216,0,0,0,0,0,0,0,0,0,0,0,0,11.59,-89.59,18.237,0,0,0,0
22.233,0,0,0,0,0,0,0,0,0,0,0,0,11.47,-89.98,18.237,0,0,0,0
22.223,0,0,0,0,0,0,0,0,0,0,0,0,11.54,-90.36,18.237,0,0,0,0
22.227,0,0,0,0,0,0,0,0,0,0,0,0,11.45,-90.76,18.237,0,0,0,0
22.229,0,0,0,0,0,0,0,0,0,0,0,0,11.55,-91.13,18.237,0,0,0,0
22.219,0,0,0,0,0,0,0,0,0,0,0,0,11.47,-91.53,18.237,0,0,0,0
